customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,label,is_new_customer,monthly_charge_band,avg_monthly_spend_gap
7590-0324,Female,0,No,No,3,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.1,163.72,No,0,1,Medium,-10.580000000000013
7590-0279,Female,0,No,Yes,61,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),48.81,2995.57,Yes,1,0,Medium,18.159999999999854
7590-0293,Male,0,Yes,Yes,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.26,946.85,No,0,0,Low,22.370000000000005
7590-0254,Male,0,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,938.35,No,0,0,Low,-15.649999999999977
7590-0400,Male,0,No,Yes,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,41.12,381.59,No,0,0,Medium,11.509999999999991
7590-0122,Female,0,No,Yes,67,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.0,3498.76,Yes,1,0,Medium,-52.23999999999978
7590-0183,Male,0,No,No,8,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,92.13,771.95,Yes,1,0,High,34.91000000000008
7590-0202,Male,0,No,Yes,48,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),52.0,2534.29,No,0,0,Medium,38.289999999999964
7590-0438,Male,0,Yes,No,68,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,70.09,4769.47,No,0,0,High,3.350000000000364
7590-0323,Male,0,No,Yes,14,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),50.71,728.63,Yes,1,0,Medium,18.68999999999994
7590-0246,Female,1,No,Yes,65,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,70.39,4566.75,No,0,0,High,-8.600000000000364
7590-0415,Female,1,No,No,22,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.54,787.16,No,0,0,Medium,-16.720000000000027
7590-0538,Male,1,No,Yes,9,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,68.48,634.0,Yes,1,0,Medium,17.67999999999995
7590-0488,Female,0,Yes,No,35,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,60.11,2086.79,Yes,1,0,Medium,-17.059999999999945
7590-0539,Female,1,No,Yes,50,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,86.34,4364.68,No,0,0,High,47.68000000000029
7590-0493,Female,0,No,No,8,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.96,452.72,Yes,1,0,Medium,-2.9599999999999795
7590-0572,Female,0,Yes,Yes,57,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,39.78,2246.82,No,0,0,Medium,-20.639999999999873
7590-0467,Male,1,No,Yes,15,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,80.21,1194.88,No,0,0,High,-8.269999999999754
7590-0125,Male,1,No,Yes,23,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,51.23,1162.5,No,0,0,Medium,-15.789999999999964
7590-0402,Female,0,Yes,No,21,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),71.74,1540.36,Yes,1,0,High,33.819999999999936
7590-0512,Male,0,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.87,1140.25,No,0,0,Low,-7.600000000000136
7590-0496,Female,1,Yes,Yes,68,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,50.76,3431.99,No,0,0,Medium,-19.690000000000055
7590-0223,Male,0,No,Yes,13,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),59.76,811.56,Yes,1,0,Medium,34.67999999999995
7590-0342,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.99,268.86,No,0,1,Medium,16.920000000000016
7590-0053,Female,1,No,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,990.15,No,0,0,Low,18.149999999999977
7590-0219,Female,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.16,329.79,No,0,0,Low,-12.96999999999997
7590-0129,Male,0,No,Yes,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.96,1040.24,No,0,0,Medium,-29.920000000000073
7590-0588,Female,0,Yes,Yes,35,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,64.04,2313.97,No,0,0,Medium,72.56999999999971
7590-0473,Female,0,No,No,48,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,43.72,2111.86,No,0,0,Medium,13.300000000000182
7590-0186,Male,1,Yes,Yes,21,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.75,1397.14,No,0,0,Medium,-4.6099999999999
7590-0591,Male,0,Yes,No,62,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,51.57,3206.73,No,0,0,Medium,9.389999999999873
7590-0439,Female,0,Yes,No,58,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,56.51,3258.32,No,0,0,Medium,-19.259999999999764
7590-0617,Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),118.27,2813.36,No,0,0,High,-25.11999999999989
7590-0100,Female,0,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),73.21,3370.42,No,0,0,High,2.7600000000002183
7590-0483,Female,0,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,576.75,Yes,1,0,Low,0.75
7590-0386,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),87.33,3843.92,No,0,0,High,1.400000000000091
7590-0629,Female,0,No,Yes,3,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.18,237.44,Yes,1,1,High,20.899999999999977
7590-0294,Female,0,Yes,No,58,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),76.08,4374.2,No,0,0,High,-38.44000000000051
7590-0267,Male,1,Yes,No,26,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),47.11,1214.24,Yes,1,0,Medium,-10.61999999999989
7590-0051,Female,0,No,Yes,45,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,76.61,3435.5,No,0,0,High,-11.949999999999818
7590-0441,Female,0,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.61,625.73,No,0,0,Low,-44.23000000000002
7590-0557,Male,1,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),102.9,6392.09,No,0,0,High,12.289999999999964
7590-0112,Male,0,Yes,No,15,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,61.13,933.86,No,0,0,Medium,16.909999999999968
7590-0179,Female,0,Yes,Yes,20,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),59.5,1198.14,Yes,1,0,Medium,8.1400000000001
7590-0518,Male,1,No,Yes,8,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,69.04,507.6,Yes,1,0,Medium,-44.72000000000003
7590-0621,Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.84,2796.08,Yes,1,0,Medium,2.4799999999995634
7590-0531,Female,0,No,Yes,47,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,72.02,3356.17,No,0,0,High,-28.769999999999527
7590-0525,Male,0,Yes,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.52,1588.71,Yes,1,0,Low,-44.569999999999936
7590-0373,Female,1,Yes,Yes,72,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),50.09,3575.41,Yes,1,0,Medium,-31.07000000000062
7590-0314,Male,1,Yes,Yes,35,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.94,2413.39,No,0,0,Medium,0.4899999999997817
7590-0462,Female,0,No,Yes,50,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,72.61,3653.6,Yes,1,0,High,23.09999999999991
7590-0151,Male,0,No,Yes,32,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,61.18,1958.88,No,0,0,Medium,1.1200000000001182
7590-0171,Female,0,Yes,Yes,11,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,66.16,702.84,No,0,0,Medium,-24.91999999999996
7590-0233,Male,0,Yes,Yes,9,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.91,409.42,Yes,1,0,Medium,32.230000000000075
7590-0306,Male,0,No,Yes,14,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),83.97,1157.0,No,0,0,High,-18.579999999999927
7590-0513,Female,0,Yes,No,3,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.08,126.0,Yes,1,1,Medium,-36.24000000000001
7590-0164,Male,0,No,No,68,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,62.83,4271.96,No,0,0,Medium,-0.47999999999956344
7590-0317,Male,0,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.35,85.11,Yes,1,1,Low,-5.940000000000012
7590-0136,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.84,147.62,No,0,1,Medium,21.939999999999998
7590-0410,Male,0,Yes,Yes,40,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.19,1714.86,No,0,0,Medium,27.25999999999999
7590-0577,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.23,112.02,No,0,1,Medium,-24.440000000000012
7590-0197,Male,0,Yes,No,37,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.52,2109.34,No,0,0,Medium,-18.90000000000009
7590-0358,Female,0,Yes,Yes,25,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,61.62,1542.89,Yes,1,0,Medium,2.3900000000001
7590-0258,Male,1,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),88.78,1527.71,No,0,0,High,18.450000000000045
7590-0232,Male,1,No,Yes,56,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.07,3592.0,No,0,0,Medium,4.080000000000382
7590-0533,Male,0,No,Yes,32,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41.01,1356.81,Yes,1,0,Medium,44.49000000000001
7590-0115,Male,0,No,Yes,18,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,51.66,937.54,No,0,0,Medium,7.660000000000082
7590-0120,Male,0,No,Yes,29,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),86.41,2537.9,Yes,1,0,High,32.01000000000022
7590-0445,Male,0,Yes,Yes,72,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.07,5428.43,Yes,1,0,High,23.390000000001237
7590-0282,Male,0,Yes,No,22,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,51.88,1157.57,No,0,0,Medium,16.20999999999981
7590-0376,Female,1,Yes,No,24,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.97,1370.93,No,0,0,Medium,3.650000000000091
7590-0384,Female,1,No,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.81,4592.97,No,0,0,Medium,51.51000000000022
7590-0224,Male,0,No,Yes,12,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,57.06,640.84,No,0,0,Medium,-43.879999999999995
7590-0616,Male,0,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.41,970.72,No,0,0,Low,-27.169999999999845
7590-0528,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),64.3,40.01,No,0,1,Medium,-24.29
7590-0472,Female,0,No,No,15,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,71.86,1085.23,No,0,0,High,7.329999999999927
7590-0347,Female,0,Yes,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.55,728.96,Yes,1,0,Low,-13.93999999999994
7590-0505,Female,0,Yes,Yes,62,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),50.15,3112.48,No,0,0,Medium,3.180000000000291
7590-0639,Female,0,Yes,No,70,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.86,6231.36,No,0,0,High,11.159999999999854
