customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7590-0530,Female,0,Yes,No,45,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,61.89,2817.74,Yes
7590-0531,Female,0,No,Yes,47,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,72.02,3356.17,No
7590-0532,Female,0,No,No,59,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,84.22,4949.89,No
7590-0533,Male,0,No,Yes,32,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41.01,1356.81,Yes
7590-0534,Male,0,No,Yes,64,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),52.34,3324.66,No
7590-0535,Male,0,Yes,Yes,67,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.45,5120.13,Yes
7590-0536,Female,0,Yes,Yes,29,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,38.11,1089.44,No
7590-0537,Male,0,Yes,Yes,65,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),75.13,4850.44,No
7590-0538,Male,1,No,Yes,9,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,68.48,634.00,Yes
7590-0539,Female,1,No,Yes,50,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,86.34,4364.68,No
7590-0540,Female,0,No,Yes,2,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,51.66,87.48,Yes
7590-0541,Female,0,No,Yes,27,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,67.96,1804.30,Yes
7590-0542,Male,1,No,Yes,12,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),71.74,873.74,No
7590-0543,Male,0,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.05,1684.41,No
7590-0544,Male,0,Yes,Yes,22,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,65.13,1438.65,No
7590-0545,Male,0,No,Yes,20,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.16,1064.29,No
7590-0546,Female,0,Yes,Yes,1,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.81,59.47,Yes
7590-0547,Male,1,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1283.70,Yes
7590-0548,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,78.62,5301.89,No
7590-0549,Female,1,Yes,Yes,37,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,33.81,1250.52,No
7590-0550,Female,0,Yes,Yes,56,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,70.43,3922.74,No
7590-0551,Female,1,No,No,1,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.37,143.11,No
7590-0552,Male,0,Yes,No,67,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,55.66,3729.84,No
7590-0553,Female,1,Yes,Yes,59,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,49.04,2887.02,No
7590-0554,Male,0,No,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),71.26,3258.68,No
7590-0555,Female,0,Yes,No,38,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,53.04,2025.57,Yes
7590-0556,Female,0,No,Yes,59,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,59.87,3539.53,No
7590-0557,Male,1,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),102.9,6392.09,No
7590-0558,Female,0,Yes,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.89,1267.75,No
7590-0559,Female,0,Yes,Yes,44,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,75.9,3308.30,No
7590-0560,Female,0,No,Yes,53,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,66.18,3503.93,No
7590-0561,Male,0,Yes,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.74,1554.32,No
7590-0562,Female,0,No,Yes,15,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,67.8,1093.02,No
7590-0563,Male,0,Yes,No,23,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.53,1628.68,No
7590-0564,Female,1,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.49,756.83,No
7590-0565,Female,0,No,Yes,28,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),51.66, ,No
7590-0566,Female,1,No,Yes,42,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,57.42,2427.28,Yes
7590-0567,Female,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.79,2425.91,No
7590-0568,Female,0,Yes,Yes,69,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,61.32,4254.02,No
7590-0569,Female,0,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.44,72.70,Yes
7590-0570,Male,0,Yes,Yes,51,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.42,3076.22,Yes
7590-0571,Male,1,No,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,1046.65,No
7590-0572,Female,0,Yes,Yes,57,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,39.78,2246.82,No
7590-0573,Female,0,No,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.54,1409.42,No
7590-0574,Male,0,No,Yes,52,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),58.5,3027.46,No
7590-0575,Female,1,No,Yes,9,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,89.11,799.98,No
7590-0576,Female,0,No,Yes,54,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),60.11,3276.59,No
7590-0577,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.23,112.02,No
7590-0578,Male,0,No,Yes,27,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.39,2091.93,No
7590-0579,Female,0,Yes,No,15,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.16,1034.75,Yes
7590-0580,Female,1,No,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,471.03,Yes
7590-0581,Male,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.8,1266.64,No
7590-0582,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,72.82,3120.96,No
7590-0583,Male,1,Yes,Yes,47,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,64.57,3053.78,Yes
7590-0584,Female,1,No,Yes,51,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.33,4288.06,No
7590-0585,Female,0,No,Yes,10,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),83.77,867.95,No
7590-0586,Female,0,Yes,Yes,21,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.87,1291.45,Yes
7590-0587,Female,0,No,Yes,70,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,39.77,2767.42,No
7590-0588,Female,0,Yes,Yes,35,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,64.04,2313.97,No
7590-0589,Male,1,No,Yes,6,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),69.68,423.40,No
7590-0590,Male,1,No,Yes,12,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.71,799.75,No
7590-0591,Male,0,Yes,No,62,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,51.57,3206.73,No
7590-0592,Male,0,No,Yes,5,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,69.48,372.26,No
7590-0593,Female,0,No,No,14,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),92.86,1329.39,No
7590-0594,Female,0,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,70.94,No
7590-0595,Male,0,Yes,Yes,0,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,64.2, ,Yes
7590-0596,Female,0,Yes,Yes,5,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),45.47,243.08,Yes
7590-0597,Female,0,No,Yes,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,70.45,3649.22,No
7590-0598,Female,0,Yes,Yes,31,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,58.76,1768.22,No
7590-0599,Male,0,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,46.41,3346.49,No
7590-0600,Male,0,No,Yes,63,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.29,4105.07,No
7590-0601,Female,0,Yes,Yes,18,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.61,893.28,Yes
7590-0602,Male,0,No,Yes,15,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.51,664.61,No
7590-0603,Female,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,67.95,1912.86,No
7590-0604,Male,1,No,Yes,58,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),53.94,3132.65,No
7590-0605,Female,0,Yes,Yes,47,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),78.43,3724.12,No
7590-0606,Female,0,No,No,0,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,79.39, ,No
7590-0607,Female,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.84,1584.56,Yes
7590-0608,Female,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.98,1603.59,Yes
7590-0609,Female,0,No,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),42.92,829.34,No
7590-0610,Female,0,Yes,Yes,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.4,4887.27,Yes
7590-0611,Female,0,Yes,Yes,22,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),44.26,996.83,No
7590-0612,Female,0,No,No,44,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,43.16,1894.57,Yes
7590-0613,Female,0,No,No,35,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),62.11,2140.61,No
7590-0614,Female,0,No,No,9,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,72.92,658.31,No
7590-0615,Female,0,No,Yes,72,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,76.29,5466.99,Yes
7590-0616,Male,0,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.41,970.72,No
7590-0617,Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),118.27,2813.36,No
7590-0618,Male,1,No,Yes,39,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,60.35,2336.85,Yes
7590-0619,Female,0,No,Yes,50,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,63.32,3171.76,Yes
7590-0620,Male,0,Yes,Yes,70,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,43.18,3010.76,No
7590-0621,Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.84,2796.08,Yes
7590-0622,Male,0,Yes,Yes,46,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,37.17,1661.53,No
7590-0623,Male,0,Yes,Yes,5,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,62.33,316.07,No
7590-0624,Female,0,Yes,Yes,0,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.9, ,No
7590-0625,Female,0,No,Yes,1,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),50.78,86.41,No
7590-0626,Female,0,No,Yes,23,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.24,1554.85,No
7590-0627,Male,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,55.46,1776.37,Yes
7590-0628,Male,0,Yes,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.52,302.59,No
7590-0629,Female,0,No,Yes,3,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.18,237.44,Yes
7590-0630,Male,1,No,Yes,7,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.29,484.13,Yes
7590-0631,Female,0,Yes,Yes,5,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),63.62,325.71,No
7590-0632,Male,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,106.33,3736.20,No
7590-0633,Female,0,No,Yes,24,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.04,1376.00,No
7590-0634,Male,0,No,Yes,11,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,77.95,879.49,No
7590-0635,Male,0,Yes,No,67,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),43.19,2878.12,No
7590-0636,Female,0,Yes,Yes,36,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,69.21,2484.86,No
7590-0637,Male,0,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,57.62,1654.64,No
7590-0638,Male,0,No,Yes,3,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,61.1,233.37,Yes
7590-0639,Female,0,Yes,No,70,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.86,6231.36,No
7590-0640,Male,1,Yes,Yes,65,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.55,4764.74,Yes
7590-0641,Female,0,No,Yes,9,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.17,659.01,Yes
7590-0642,Male,0,No,No,35,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,74.77,2631.83,No
7590-0643,Male,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,37.06,811.46,No
7590-0644,Female,0,No,Yes,56,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,86.35,4836.33,No
7590-0645,Female,0,No,Yes,20,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),88.19,1725.19,No
7590-0646,Female,1,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,58.24,1719.94,No
7590-0647,Female,0,No,Yes,56,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,56.95,3184.83,No
7590-0648,Female,0,No,Yes,18,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63.06,1166.37,Yes
7590-0649,Male,1,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,103.97,No
